"ADM1_EN","Lat","Lon","iso"
"Ahafo",6.91590734867272,-2.45040655413365,"GHA"
"Ashanti",6.79935333304104,-1.45724012615495,"GHA"
"Bono",7.69270387321895,-2.50343565662052,"GHA"
"Bono East",7.88551336409959,-1.07729786450891,"GHA"
"Central",5.56768955691551,-1.2152140591968,"GHA"
"Eastern",6.41750968781063,-0.448689129290795,"GHA"
"Greater Accra",5.8056866519503,0.0483359579228002,"GHA"
"Northern",9.4624811928286,-0.285364947420711,"GHA"
"Northern East",10.3292369318409,-0.593331353199708,"GHA"
"Oti",7.96866356478885,0.27308418718316,"GHA"
"Savannah",9.03537579285843,-1.5319319277013,"GHA"
"Upper East",10.7808807403924,-0.803458896271973,"GHA"
"Upper West",10.4255767224324,-2.21219511781901,"GHA"
"Volta",6.42345119466684,0.548019600518005,"GHA"
"Western",5.39991368618062,-2.14897383533749,"GHA"
"Western North",6.22447994419776,-2.78820576305361,"GHA"
