"ADM2_EN","Lat","Lon","country"
"Ainabkoi",0.321144036149082,35.4541842531557,"KEN"
"Ainamoi",-0.303023925939839,35.2765743234384,"KEN"
"Aldai",0.0487088640661669,34.9590435883252,"KEN"
"Alego Usonga",0.0641720136829501,34.2320910947005,"KEN"
"Awendo",-0.869750515362487,34.5418860564257,"KEN"
"Bahati",-0.218150623417002,36.1524271732181,"KEN"
"Balambala",0.0357073567808601,39.2930295973043,"KEN"
"Banissa",3.99649694317084,40.4704772819785,"KEN"
"Baringo Central",0.433274599911075,35.7493972228381,"KEN"
"Baringo North",0.753252102998548,35.7946862733961,"KEN"
"Baringo South",0.47161353587705,36.0665066520519,"KEN"
"Belgut",-0.403186739964956,35.2598552328964,"KEN"
"Bobasi",-0.830728458244358,34.8085095277609,"KEN"
"Bomachoge Borabu",-0.910521999854782,34.7547817101727,"KEN"
"Bomachoge Chache",-0.81014197320591,34.7092119373166,"KEN"
"Bomet Central",-0.722553183879114,35.3170489173106,"KEN"
"Bomet East",-0.83638611667256,35.4192975502656,"KEN"
"Bonchari",-0.664582892643803,34.6897994390638,"KEN"
"Bondo",-0.161986343734081,34.1276267082877,"KEN"
"Borabu",-0.713653151347144,35.0217611176245,"KEN"
"Budalangi",0.0790122963622154,33.9958345350665,"KEN"
"Bumula",0.565952187500645,34.456208163449,"KEN"
"Bura",-0.59768723331495,39.247621225968,"KEN"
"Buret",-0.562171765232466,35.1314556936142,"KEN"
"Butere",0.222281122617161,34.5233908570725,"KEN"
"Butula",0.35155141475517,34.2946757120326,"KEN"
"Buuri",0.0949782246221384,37.3817340299768,"KEN"
"Cental Imenti",-0.00876963368408914,37.6113740101809,"KEN"
"Changamwe",-4.02383807075182,39.6002095556458,"KEN"
"Chepalungu",-0.896374319703658,35.2519231023823,"KEN"
"Cherangany",1.02617273154181,35.1916240551391,"KEN"
"Chesumei",0.283987114926667,35.0929926115496,"KEN"
"Dadaab",0.0798371911848143,40.4181888414559,"KEN"
"Dagoretti",-1.28258395478046,36.7150795422244,"KEN"
"Dujis",-0.439561920386159,39.7792310338061,"KEN"
"Eldama Ravine",0.0233185713663353,35.715252315549,"KEN"
"Eldas",2.2934633078965,39.4876362422469,"KEN"
"Embakasi Central",-1.26711457016602,36.9161432216008,"KEN"
"Embakasi East",-1.30612721711287,36.9367754344087,"KEN"
"Embakasi North",-1.24714820054443,36.8974817758039,"KEN"
"Embakasi South",-1.32901712003459,36.8775083161175,"KEN"
"Embakasi West",-1.27111657622977,36.8890196117879,"KEN"
"Emgwen",0.184601627320205,35.0910163796593,"KEN"
"Emuhaya",0.087985342120188,34.6145933842673,"KEN"
"Emurua Dikirr",-0.996576714115417,35.0886878468593,"KEN"
"Endebess",1.1276615689972,34.7722774427685,"KEN"
"Fafi",-0.745955415887471,40.4078091265373,"KEN"
"Funyula",0.246782222661579,34.0771905260972,"KEN"
"Gachoka",-0.743251868490012,37.6092317636916,"KEN"
"Galole",-1.49268461283442,39.502282493581,"KEN"
"Ganze",-3.45274730730552,39.5103078871899,"KEN"
"Garsen",-2.33574334229799,39.5099391861034,"KEN"
"Gatanga",-0.940554664824012,37.0694564209249,"KEN"
"Gatundu North",-0.906464072314239,36.8287946346763,"KEN"
"Gatundu South",-0.969831594674497,36.8231861680735,"KEN"
"Gem",0.0487627180859402,34.4526072631053,"KEN"
"Gichugu",-0.400904333153401,37.3474288692473,"KEN"
"Gilgil",-0.539631932126468,36.2605493255451,"KEN"
"Githunguri",-1.06765290860696,36.7942501809839,"KEN"
"Hamisi",0.0979176454534831,34.8211224680559,"KEN"
"Homa Bay",-0.55068284543059,34.4701055519887,"KEN"
"Igembe Central",0.302272494132144,37.9960915094561,"KEN"
"Igembe North",0.466692644602382,37.9877851853517,"KEN"
"Igembe South",0.0941402766932899,38.1429531383932,"KEN"
"Ijara",-1.51960517168548,40.8220450237924,"KEN"
"Ikolomani",0.190485310581527,34.7081985156928,"KEN"
"Isiolo North",1.26302816862534,38.4669767815361,"KEN"
"Isiolo South",0.632303150514134,38.6544650069328,"KEN"
"Jomvu",-3.99232909905556,39.6050323150202,"KEN"
"Juja",-1.11280782012338,37.0176312993176,"KEN"
"Kabete",-1.21313518820993,36.6978215735355,"KEN"
